customer_id,total_txns,total_gmv,lifetime_value,first_txn,last_txn,active_days,clv_bucket,segment_tag
88,6,1097.25,13.982919,2025-04-27,2025-12-18,235,Top 10%,D
89,3,1153.41,17.825737,2025-03-28,2025-10-29,215,Top 10%,D
90,2,564.17,8.165565999999998,2025-07-03,2025-07-14,11,Top 25%,D
91,3,530.44,5.1283840000000005,2025-02-14,2025-09-04,202,Top 25%,D
92,8,1563.17,13.879990000000001,2025-01-09,2025-06-12,154,Top 10%,A
93,4,2109.9300000000003,22.674,2025-07-01,2025-12-16,168,Top 1%,D
94,1,345.09,3.1771519999999995,2025-09-24,2025-09-24,0,Bottom 50%,A
95,2,1313.12,21.432007,2025-04-30,2025-09-02,125,Top 1%,A
96,7,966.36,-2.9765779999999995,2025-02-14,2025-10-05,233,Bottom 50%,C
98,2,784.56,11.924057999999999,2025-05-09,2025-10-01,145,Top 10%,A
99,3,1367.86,1.570386,2025-01-01,2025-05-04,123,Bottom 50%,D
100,5,1785.42,27.876393,2025-02-05,2025-11-30,298,Top 1%,B
101,3,764.8399999999999,13.243822000000002,2025-04-06,2025-10-01,178,Top 10%,A
102,4,1396.22,-6.101418000000001,2025-01-05,2025-11-08,307,Bottom 50%,B
103,3,685.76,13.960608,2025-07-09,2025-10-03,86,Top 10%,B
104,3,2024.0500000000002,-35.678870999999994,2025-04-04,2025-09-13,162,Bottom 50%,C
105,2,198.15,4.198375,2025-01-17,2025-01-23,6,Bottom 50%,A
106,1,479.25,-7.9163250000000005,2025-01-13,2025-01-13,0,Bottom 50%,A
107,3,1764.18,26.521570000000004,2025-08-12,2025-11-09,89,Top 1%,A
108,2,606.12,-9.21812,2025-01-17,2025-12-09,326,Bottom 50%,A
109,3,1297.3700000000001,18.139198,2025-01-16,2025-01-30,14,Top 10%,A
110,6,2458.8900000000003,-1.0348970000000044,2025-01-17,2025-09-26,252,Bottom 50%,A
111,3,491.65999999999997,6.698434,2025-02-08,2025-09-11,215,Top 25%,A
112,2,2062.41,30.375207999999997,2025-01-23,2025-05-26,123,Top 1%,A
113,2,497.56,0.05144000000000126,2025-08-22,2025-09-28,37,Bottom 50%,B
114,8,4970.87,82.10229199999999,2025-01-01,2025-12-12,345,Top 1%,D
115,2,139.18,-0.0421710000000004,2025-06-05,2025-09-01,88,Bottom 50%,B
116,6,2206.4,-11.293595999999996,2025-03-21,2025-08-31,163,Bottom 50%,B
117,1,1256.23,-34.137221,2025-05-31,2025-05-31,0,Bottom 50%,A
118,5,1497.3899999999999,18.429873999999998,2025-01-25,2025-12-20,329,Top 10%,A
119,6,1412.5900000000001,-31.967095999999998,2025-01-06,2025-11-07,305,Bottom 50%,A
120,4,669.52,-28.236124000000004,2025-05-24,2025-09-24,123,Bottom 50%,C
121,4,1033.71,19.731699,2025-02-05,2025-11-16,284,Top 10%,A
122,2,521.39,-15.932539,2025-06-25,2025-09-29,96,Bottom 50%,C
123,2,793.1300000000001,11.100857,2025-10-01,2025-10-12,11,Top 25%,D
124,1,142.06,1.429484,2025-09-17,2025-09-17,0,Bottom 50%,B
125,6,1341.32,15.851555000000001,2025-03-23,2025-10-27,218,Top 10%,B
127,4,659.4200000000001,-5.781496999999999,2025-03-08,2025-05-12,65,Bottom 50%,B
128,5,1049.59,-5.735740999999999,2025-02-04,2025-09-06,214,Bottom 50%,D
129,7,1947.57,8.975755000000003,2025-01-24,2025-09-28,247,Top 25%,B
130,3,603.76,6.886496,2025-02-18,2025-09-20,214,Top 25%,A
131,1,467.16,6.2612760000000005,2025-07-25,2025-07-25,0,Top 25%,A
132,3,838.68,11.833640999999998,2025-09-03,2025-11-03,61,Top 10%,D
133,2,440.76,3.7053320000000003,2025-12-23,2025-12-29,6,Bottom 50%,B
134,4,550.49,-0.2623850000000001,2025-01-23,2025-07-13,171,Bottom 50%,B
135,1,49.85,1.091355,2025-09-03,2025-09-03,0,Bottom 50%,D
136,1,194.82,2.1300700000000004,2025-03-11,2025-03-11,0,Bottom 50%,C
137,1,256.09,2.0550349999999997,2025-02-19,2025-02-19,0,Bottom 50%,C
138,5,1718.9099999999999,2.623360000000001,2025-01-16,2025-06-28,163,Bottom 50%,D
139,4,1126.96,14.256985,2025-02-16,2025-08-14,179,Top 10%,A
140,4,708.99,-1.5281159999999987,2025-02-21,2025-08-06,166,Bottom 50%,C
141,4,1329.33,20.22173,2025-02-02,2025-12-17,318,Top 10%,B
142,5,1479.24,6.752923,2025-03-30,2025-11-16,231,Top 25%,C
143,4,1675.38,-4.745500999999999,2025-01-28,2025-11-04,280,Bottom 50%,B
144,3,476.33000000000004,5.765232,2025-06-03,2025-11-01,151,Top 25%,A
145,3,542.2199999999999,5.607937,2025-04-10,2025-06-27,78,Top 25%,B
146,4,766.03,-17.555153000000004,2025-02-27,2025-11-13,259,Bottom 50%,A
147,4,1193.3,-1.4424949999999996,2025-02-07,2025-10-31,266,Bottom 50%,B
148,4,1532.47,21.775069000000002,2025-02-12,2025-11-21,282,Top 1%,B
149,5,1912.0,17.049555,2025-05-03,2025-10-25,175,Top 10%,A
150,1,353.62,-18.481334000000004,2025-08-06,2025-08-06,0,Bottom 50%,B
151,1,31.25,-1.8325,2025-05-18,2025-05-18,0,Bottom 50%,B
152,3,479.53999999999996,6.084710999999999,2025-02-16,2025-12-05,292,Top 25%,D
153,3,494.03,-9.303992000000001,2025-03-17,2025-07-05,110,Bottom 50%,B
154,3,853.8699999999999,11.452411999999999,2025-01-07,2025-09-12,248,Top 10%,A
155,6,1326.42,10.021642,2025-04-24,2025-10-14,173,Top 25%,C
156,4,783.78,12.162808,2025-04-08,2025-07-21,104,Top 10%,B
157,2,1007.24,19.518793,2025-02-21,2025-10-31,252,Top 10%,C
158,4,1071.5,5.566625000000001,2025-05-30,2025-09-07,100,Top 25%,B
159,5,578.09,7.712127,2025-01-26,2025-03-14,47,Top 25%,B
160,8,1535.28,-6.876624999999999,2025-01-31,2025-12-25,328,Bottom 50%,C
161,3,385.53,6.4191970000000005,2025-02-12,2025-09-28,228,Top 25%,C
162,2,960.5400000000001,18.431918,2025-04-17,2025-12-20,247,Top 10%,C
163,2,988.89,-28.503825999999993,2025-01-31,2025-04-28,87,Bottom 50%,B
164,2,366.2,3.2857799999999995,2025-03-02,2025-11-02,245,Bottom 50%,D
165,4,630.14,7.1778640000000005,2025-01-10,2025-04-29,109,Top 25%,D
167,6,1900.94,-53.050953,2025-02-05,2025-12-31,329,Bottom 50%,B
168,2,485.59000000000003,6.211255,2025-02-15,2025-12-30,318,Top 25%,D
169,2,449.65,7.889794999999999,2025-12-10,2025-12-25,15,Top 25%,A
170,4,1535.91,18.555406,2025-05-21,2025-11-03,166,Top 10%,D
171,8,2802.45,3.3994060000000004,2025-01-30,2025-10-27,270,Bottom 50%,A
172,4,1091.03,-6.361032999999999,2025-01-08,2025-08-05,209,Bottom 50%,C
173,4,1215.72,11.110215,2025-02-13,2025-11-07,267,Top 25%,B
174,4,1122.77,-15.581906000000002,2025-05-01,2025-12-20,233,Bottom 50%,D
175,5,2072.96,21.904207,2025-03-16,2025-12-13,272,Top 1%,B
176,3,1409.57,11.137841999999997,2025-03-22,2025-12-18,271,Top 25%,B
177,2,534.31,6.489502,2025-01-30,2025-04-09,69,Top 25%,A
179,2,1048.27,-14.077838,2025-04-20,2025-10-09,172,Bottom 50%,D
180,4,1117.8899999999999,-4.965083,2025-04-21,2025-12-11,234,Bottom 50%,B
181,5,1867.3200000000002,-7.167547999999995,2025-04-02,2025-12-31,273,Bottom 50%,D
182,4,658.6999999999999,-13.567064999999996,2025-03-01,2025-11-02,246,Bottom 50%,C
183,4,1187.1100000000001,14.482835999999999,2025-05-29,2025-11-08,163,Top 10%,D
184,4,333.26,0.16239200000000054,2025-01-13,2025-09-02,232,Bottom 50%,D
185,2,342.28,5.200176,2025-01-07,2025-05-12,125,Top 25%,B
186,3,836.93,9.093551999999999,2025-01-01,2025-12-04,337,Top 25%,C
187,4,699.73,13.360636,2025-02-21,2025-08-10,170,Top 10%,B
188,5,905.28,-1.4837799999999994,2025-01-20,2025-11-21,305,Bottom 50%,B
189,4,1464.33,18.658042000000002,2025-06-23,2025-12-03,163,Top 10%,A
190,4,779.08,1.5801540000000012,2025-08-23,2025-11-28,97,Bottom 50%,B
191,1,117.1,1.3311099999999998,2025-02-26,2025-02-26,0,Bottom 50%,D
192,3,609.5,6.391360000000001,2025-04-13,2025-09-29,169,Top 25%,B
193,4,1164.72,-46.006625,2025-01-18,2025-10-03,258,Bottom 50%,C
194,2,2142.67,15.628879000000001,2025-06-16,2025-08-19,64,Top 10%,D
195,2,782.2,7.928076,2025-07-07,2025-09-15,70,Top 25%,C
197,2,1385.26,19.57354,2025-03-12,2025-06-22,102,Top 10%,A
198,3,846.1500000000001,11.850066000000002,2025-02-14,2025-08-13,180,Top 10%,D
199,2,357.6,6.587158,2025-07-09,2025-09-15,68,Top 25%,A
200,1,644.07,5.406805,2025-05-28,2025-05-28,0,Top 25%,B
201,5,1153.01,-42.60111099999999,2025-03-11,2025-11-03,237,Bottom 50%,B
202,1,106.12,-5.035972,2025-11-01,2025-11-01,0,Bottom 50%,C
204,10,2582.89,31.519063000000003,2025-01-07,2025-09-29,265,Top 1%,D
205,5,1837.5700000000002,28.173047,2025-01-30,2025-11-30,304,Top 1%,B
206,2,1184.95,-32.21375199999999,2025-04-29,2025-07-15,77,Bottom 50%,A
207,8,1938.5800000000002,-9.711292000000007,2025-01-29,2025-08-16,199,Bottom 50%,B
208,6,1361.3200000000002,-32.477782000000005,2025-01-15,2025-11-26,315,Bottom 50%,C
209,1,236.24,2.190384,2025-01-01,2025-01-01,0,Bottom 50%,D
210,1,46.93,-2.148463,2025-03-30,2025-03-30,0,Bottom 50%,D
211,2,420.28000000000003,3.840238000000001,2025-03-05,2025-07-20,137,Bottom 50%,D
212,4,797.89,-13.020931000000003,2025-05-09,2025-10-28,172,Bottom 50%,B
213,2,1103.22,7.443739999999999,2025-09-25,2025-11-15,51,Top 25%,A
214,4,1203.22,10.529905,2025-02-20,2025-12-30,313,Top 25%,B
215,4,1070.73,10.598469999999999,2025-01-11,2025-12-20,343,Top 25%,A
216,6,1661.1399999999999,-19.648198,2025-01-24,2025-11-21,301,Bottom 50%,A
217,6,895.29,-2.4193439999999997,2025-03-18,2025-12-24,281,Bottom 50%,D
218,4,560.08,7.026396000000001,2025-05-09,2025-10-16,160,Top 25%,B
219,1,257.85,3.1493200000000003,2025-03-26,2025-03-26,0,Bottom 50%,A
220,5,2301.49,44.418446,2025-06-22,2025-11-09,140,Top 1%,C
221,3,1530.08,-23.247989,2025-02-08,2025-11-04,269,Bottom 50%,A
222,3,968.26,5.449492,2025-04-04,2025-08-04,122,Top 25%,D
223,1,80.12,1.1301720000000002,2025-02-13,2025-02-13,0,Bottom 50%,C
224,3,648.89,6.873499000000001,2025-05-21,2025-09-14,116,Top 25%,C
225,1,182.11,1.6563750000000002,2025-09-15,2025-09-15,0,Bottom 50%,D
226,2,218.73999999999998,3.4011599999999995,2025-09-24,2025-10-13,19,Bottom 50%,A
227,2,501.41999999999996,6.923901999999998,2025-09-13,2025-11-09,57,Top 25%,C
228,2,295.28,5.2548840000000006,2025-02-09,2025-03-30,49,Top 25%,B
229,5,866.23,7.2104550000000005,2025-01-28,2025-08-25,209,Top 25%,A
230,6,1069.9,11.939319999999999,2025-03-02,2025-09-28,210,Top 10%,B
231,4,854.52,10.965880000000002,2025-01-12,2025-09-25,256,Top 25%,A
232,2,665.77,4.697475999999999,2025-04-08,2025-05-09,31,Top 25%,A
233,2,337.36,-5.218448,2025-05-08,2025-08-10,94,Bottom 50%,A
234,3,272.26,4.4139029999999995,2025-04-07,2025-09-15,161,Top 25%,A
235,3,1176.19,20.392741,2025-02-07,2025-07-04,147,Top 1%,A
236,3,838.81,3.690469,2025-08-20,2025-11-18,90,Bottom 50%,A
237,3,484.74,6.998885,2025-01-07,2025-11-26,323,Top 25%,D
238,8,2905.65,51.165548,2025-01-18,2025-12-15,331,Top 1%,C
239,2,645.2,9.235419999999998,2025-02-05,2025-10-14,251,Top 25%,C
240,3,492.32,6.329292,2025-04-26,2025-09-26,153,Top 25%,A
241,3,1015.05,13.921750000000001,2025-04-24,2025-12-04,224,Top 10%,B
242,4,675.74,4.340721000000001,2025-03-25,2025-09-27,186,Top 25%,D
243,2,212.13,1.9321009999999996,2025-03-20,2025-06-07,79,Bottom 50%,B
244,5,2182.56,9.875691,2025-01-02,2025-10-19,290,Top 25%,D
245,9,3310.15,-11.824061999999994,2025-01-06,2025-11-21,319,Bottom 50%,D
246,4,1769.63,-66.896142,2025-01-31,2025-10-05,247,Bottom 50%,D
247,3,411.57,4.044186999999999,2025-01-01,2025-07-19,199,Bottom 50%,A
248,4,680.05,8.996153999999999,2025-03-29,2025-12-23,269,Top 25%,A
249,2,2702.94,52.56270200000001,2025-05-11,2025-06-13,33,Top 1%,B
250,3,626.67,6.051988,2025-02-03,2025-07-22,169,Top 25%,B
251,4,651.05,3.5870369999999996,2025-04-25,2025-12-06,225,Bottom 50%,B
252,2,445.69999999999993,-14.193866,2025-07-14,2025-09-27,75,Bottom 50%,A
253,3,603.25,-4.397250000000001,2025-02-05,2025-07-01,146,Bottom 50%,B
254,2,508.32,-4.748038000000001,2025-06-11,2025-06-28,17,Bottom 50%,C
255,3,1548.7,26.731659999999998,2025-02-15,2025-07-29,164,Top 1%,B
256,6,2882.63,-46.287685999999994,2025-01-12,2025-12-27,349,Bottom 50%,D
257,4,634.0899999999999,1.7593419999999989,2025-06-20,2025-12-07,170,Bottom 50%,A
258,3,850.1199999999999,-31.822147,2025-10-12,2025-12-07,56,Bottom 50%,D
260,3,690.62,-2.361405,2025-02-13,2025-11-26,286,Bottom 50%,A
261,2,119.98,0.155878,2025-03-15,2025-04-23,39,Bottom 50%,B
262,3,934.7,2.152463,2025-01-26,2025-08-28,214,Bottom 50%,C
263,1,59.65,-3.05542,2025-03-20,2025-03-20,0,Bottom 50%,A
264,1,196.53,3.62407,2025-10-15,2025-10-15,0,Bottom 50%,C
266,3,307.59,4.621442,2025-02-19,2025-05-18,88,Top 25%,D
267,3,1230.02,-33.919582000000005,2025-02-17,2025-09-28,223,Bottom 50%,A
268,4,1115.02,11.230438000000001,2025-01-07,2025-10-02,268,Top 25%,B
269,3,1190.9,17.675256,2025-02-06,2025-12-20,317,Top 10%,A
270,4,499.75,8.499035000000001,2025-05-19,2025-07-23,65,Top 25%,A
271,2,729.15,7.010906,2025-06-04,2025-07-19,45,Top 25%,D
272,3,389.90999999999997,6.2455560000000006,2025-04-08,2025-08-14,128,Top 25%,D
273,3,594.1800000000001,4.189704,2025-02-11,2025-11-11,273,Bottom 50%,A
274,1,34.99,0.254413,2025-07-07,2025-07-07,0,Bottom 50%,C
275,2,603.7,-5.922231,2025-03-12,2025-11-07,240,Bottom 50%,B
276,3,481.87,8.506695,2025-02-04,2025-11-23,292,Top 25%,A
277,2,678.84,13.4073,2025-05-08,2025-08-30,114,Top 10%,A
278,1,219.23,4.747289,2025-01-20,2025-01-20,0,Top 25%,D
279,3,649.94,-2.4821239999999998,2025-02-26,2025-06-02,96,Bottom 50%,A
280,2,122.67,2.6089469999999997,2025-03-05,2025-10-06,215,Bottom 50%,C
281,1,47.33,0.4784939999999999,2025-05-06,2025-05-06,0,Bottom 50%,D
282,4,465.66,0.22614400000000007,2025-01-15,2025-08-05,202,Bottom 50%,B
283,2,828.12,-36.155894999999994,2025-06-03,2025-07-05,32,Bottom 50%,C
284,2,423.05,-11.545261000000002,2025-07-12,2025-11-29,140,Bottom 50%,D
285,5,505.42,-10.563156000000001,2025-03-06,2025-12-01,270,Bottom 50%,C
286,4,918.8199999999999,-6.477756000000004,2025-04-15,2025-12-27,256,Bottom 50%,D
287,2,577.48,11.194992000000001,2025-02-11,2025-12-30,322,Top 25%,D
288,3,765.75,1.0864110000000007,2025-01-26,2025-12-21,329,Bottom 50%,A
289,3,734.55,13.256773,2025-04-13,2025-12-16,247,Top 10%,A
290,1,164.01,3.6742349999999995,2025-10-25,2025-10-25,0,Bottom 50%,C
291,3,380.04,-2.2786750000000007,2025-01-06,2025-03-24,77,Bottom 50%,A
292,7,2275.89,29.717073999999997,2025-01-25,2025-10-14,262,Top 1%,C
293,3,1820.27,27.075066000000003,2025-08-25,2025-10-13,49,Top 1%,D
294,2,2014.36,-38.773727,2025-01-08,2025-12-15,341,Bottom 50%,C
295,3,558.66,0.2903659999999997,2025-03-11,2025-10-21,224,Bottom 50%,B
296,1,126.21,2.8995239999999995,2025-05-03,2025-05-03,0,Bottom 50%,B
297,2,1714.4499999999998,-15.360549999999998,2025-07-26,2025-12-11,138,Bottom 50%,D
298,5,1358.51,-2.0207650000000026,2025-01-22,2025-11-22,304,Bottom 50%,A
299,2,334.89,2.0555120000000002,2025-02-07,2025-08-11,185,Bottom 50%,D
300,3,1015.15,1.2063809999999995,2025-02-03,2025-07-19,166,Bottom 50%,C
301,1,907.35,7.87261,2025-12-19,2025-12-19,0,Top 25%,A
302,4,529.96,4.730888,2025-01-21,2025-11-06,289,Top 25%,C
303,2,1354.8600000000001,-58.24604599999999,2025-07-24,2025-12-24,153,Bottom 50%,D
304,4,3144.1,-2.4836329999999966,2025-02-15,2025-12-14,302,Bottom 50%,A
305,2,409.21,-0.7946749999999989,2025-03-10,2025-06-02,84,Bottom 50%,C
306,4,1323.58,25.580083000000002,2025-03-07,2025-11-23,261,Top 1%,C
307,2,320.72,4.8047569999999995,2025-01-08,2025-08-31,235,Top 25%,D
308,3,530.4,8.480268,2025-05-26,2025-12-17,205,Top 25%,B
309,4,836.04,11.635373999999999,2025-01-07,2025-06-29,173,Top 10%,D
310,6,996.1399999999999,10.579841999999998,2025-01-01,2025-07-25,205,Top 25%,B
311,5,1765.4299999999998,-18.009197000000004,2025-02-15,2025-09-20,217,Bottom 50%,A
312,6,1792.81,21.785314999999997,2025-01-29,2025-11-06,281,Top 1%,C
313,8,2411.4,-0.30156200000000055,2025-01-05,2025-10-29,297,Bottom 50%,D
314,3,2648.63,33.869616,2025-04-17,2025-11-17,214,Top 1%,A
315,2,391.69,8.162221999999998,2025-02-04,2025-06-21,137,Top 25%,A
316,4,749.46,-2.1751750000000007,2025-01-18,2025-11-30,316,Bottom 50%,B
317,4,1250.39,5.843216000000001,2025-02-13,2025-11-11,271,Top 25%,B
318,2,911.3399999999999,13.56257,2025-04-21,2025-11-07,200,Top 10%,B
319,5,783.72,0.6056880000000016,2025-04-05,2025-10-09,187,Bottom 50%,B
320,2,703.6999999999999,3.4267849999999997,2025-01-01,2025-10-23,295,Bottom 50%,C
321,7,3240.83,28.439530999999995,2025-02-17,2025-12-28,314,Top 1%,A
322,2,1053.0,16.748486,2025-01-23,2025-09-18,238,Top 10%,A
323,3,777.63,4.59471,2025-02-20,2025-08-30,191,Top 25%,A
324,8,1041.31,9.751818,2025-02-25,2025-12-18,296,Top 25%,D
325,6,1757.38,31.295579000000004,2025-03-12,2025-12-12,275,Top 1%,B
326,5,1165.29,16.058841,2025-01-10,2025-05-10,120,Top 10%,A
327,2,130.2,-0.5552760000000001,2025-03-25,2025-11-12,232,Bottom 50%,C
328,4,1480.35,-9.298337999999998,2025-02-01,2025-06-14,133,Bottom 50%,A
329,1,221.36,1.726416,2025-04-19,2025-04-19,0,Bottom 50%,A
330,3,1089.37,-6.596314000000002,2025-03-06,2025-10-21,229,Bottom 50%,B
331,5,842.25,5.397994999999998,2025-01-27,2025-12-01,308,Top 25%,B
332,1,16.67,0.206714,2025-04-02,2025-04-02,0,Bottom 50%,C
333,6,2045.8000000000002,-6.039566999999998,2025-01-15,2025-11-25,314,Bottom 50%,A
334,1,139.42,2.4302259999999998,2025-03-29,2025-03-29,0,Bottom 50%,C
335,3,447.61,-3.4226419999999993,2025-03-08,2025-09-08,184,Bottom 50%,A
336,3,292.99,-4.496186,2025-02-17,2025-11-11,267,Bottom 50%,B
337,3,790.04,13.731807999999997,2025-03-29,2025-12-24,270,Top 10%,C
338,6,1496.89,19.224501,2025-03-31,2025-11-21,235,Top 10%,B
339,4,597.4100000000001,-8.565505,2025-02-12,2025-09-05,205,Bottom 50%,A
340,4,1138.01,3.3686220000000002,2025-02-05,2025-11-21,289,Bottom 50%,D
341,4,2477.8300000000004,31.113982999999994,2025-06-06,2025-12-23,200,Top 1%,D
342,4,1348.75,20.915017999999996,2025-06-08,2025-11-11,156,Top 1%,B
343,3,309.94,0.9189199999999997,2025-08-15,2025-10-09,55,Bottom 50%,C
344,4,898.69,-1.9050619999999983,2025-01-03,2025-10-23,293,Bottom 50%,B
