customer_id,last_txn_date,frequency,monetary,net_revenue,recency_days,r_score,f_score,m_score,rfm_total,rfm_segment,segment_tag
31,2025-11-23,4,1342.5300000000002,-20.885326,38,4,3,4,11,Loyal Users,C
32,2025-03-31,1,186.68,-4.255208,275,1,1,1,3,Lost Customers,A
33,2025-07-12,2,175.31,-0.18428300000000042,172,1,1,1,3,Lost Customers,C
34,2025-05-23,3,588.63,-0.9320339999999998,222,1,2,2,5,Hibernating,D
35,2025-09-23,7,2152.21,13.447122999999998,99,2,5,5,12,At Risk,A
36,2025-10-03,3,565.7,8.757576,89,3,2,2,7,Potential Loyalists,C
37,2025-02-24,1,70.53,-4.173704000000001,310,1,1,1,3,Lost Customers,D
38,2025-02-25,2,337.04999999999995,3.5693140000000003,309,1,1,1,3,Lost Customers,C
39,2025-05-06,1,138.35,0.99884,239,1,1,1,3,Lost Customers,D
40,2025-09-30,4,1760.96,27.777115,92,3,3,5,11,Loyal Users,A
41,2025-10-08,4,531.43,5.392265,84,3,3,2,8,Loyal Users,C
42,2025-07-18,4,940.07,-8.620525999999998,166,1,3,3,7,At Risk,D
43,2025-10-15,5,2736.13,13.648208000000004,77,3,4,5,12,Loyal Users,B
44,2025-12-31,7,1289.43,12.136007,0,5,5,4,14,Champions,A
45,2025-11-11,3,512.73,9.921603999999999,50,4,2,2,8,New Customers,D
46,2025-07-30,2,183.19,3.453302,154,2,1,1,4,Hibernating,A
47,2025-05-12,3,1480.3899999999999,16.066677,233,1,2,4,7,Cannot Lose Them,C
48,2025-06-01,3,604.01,5.815091000000001,213,1,2,2,5,Hibernating,A
49,2025-10-25,3,489.32,-15.889503,67,3,2,2,7,Potential Loyalists,B
50,2025-11-24,4,719.81,6.775217,37,4,3,3,10,Loyal Users,B
51,2025-11-11,7,933.01,-0.6523339999999984,50,4,5,3,12,Loyal Users,C
52,2025-12-29,6,1345.62,-3.5486889999999973,2,5,5,4,14,Champions,C
53,2025-12-01,9,2297.96,4.553360000000004,30,4,5,5,14,Champions,D
54,2025-04-18,2,769.76,15.350931,257,1,1,3,5,Cannot Lose Them,B
55,2025-11-21,4,1058.7,-19.857609999999998,40,4,3,4,11,Loyal Users,B
56,2025-08-13,5,831.97,5.060597000000001,140,2,4,3,9,At Risk,A
57,2025-12-21,4,1648.0700000000002,25.978347999999997,10,5,3,5,13,Loyal Users,A
58,2025-07-25,5,1426.72,16.598996,159,2,4,4,10,At Risk,A
59,2025-07-31,1,229.47,1.4622829999999998,153,2,1,1,4,Hibernating,B
60,2025-10-24,4,1039.45,-5.357557,68,3,3,4,10,Loyal Users,D
61,2025-01-27,1,398.54,2.8174440000000005,338,1,1,2,4,Lost Customers,D
62,2025-11-09,3,610.0,6.834114,52,4,2,2,8,New Customers,C
63,2025-05-31,2,480.99,5.7643,214,1,1,2,4,Lost Customers,D
64,2025-04-17,2,1842.8899999999999,27.45266,258,1,1,5,7,Cannot Lose Them,C
65,2025-11-25,5,1513.02,20.450243,36,4,4,5,13,Champions,D
66,2025-12-04,3,684.6800000000001,-14.631992,27,4,2,3,9,New Customers,C
67,2025-12-25,6,2696.88,36.400788,6,5,5,5,15,Champions,B
68,2025-11-15,3,478.87,8.138674000000002,46,4,2,2,8,New Customers,A
69,2025-11-09,4,983.8100000000001,13.081541999999999,52,4,3,3,10,Loyal Users,D
70,2025-06-21,2,411.03,4.020188000000001,193,1,1,2,4,Lost Customers,A
71,2025-10-21,2,346.61,5.959817,71,3,1,1,5,Potential Loyalists,C
72,2025-10-25,5,891.86,-1.2616960000000006,67,3,4,3,10,Loyal Users,A
73,2025-06-27,3,868.3,8.219437,187,1,2,3,6,Cannot Lose Them,A
74,2025-10-12,6,949.1800000000001,13.674785,80,3,5,3,11,Loyal Users,B
75,2025-08-24,4,730.62,12.319309,129,2,3,3,8,At Risk,A
76,2025-12-18,3,1634.3,-44.03859799999999,13,5,2,5,12,New Customers,A
77,2025-10-13,1,432.91,2.7126450000000006,79,3,1,2,6,Potential Loyalists,B
78,2025-12-19,2,604.9100000000001,10.898824999999999,12,5,1,2,8,New Customers,D
79,2025-12-08,5,835.2,10.851673,23,5,4,3,12,Loyal Users,C
80,2025-11-30,3,586.89,-6.916063,31,4,2,2,8,New Customers,B
81,2025-08-25,4,1489.29,5.964622000000002,128,2,3,4,9,At Risk,A
82,2025-12-17,6,1424.8999999999999,15.589583999999999,14,5,5,4,14,Champions,C
83,2025-12-04,6,1321.49,18.389403,27,4,5,4,13,Champions,B
84,2025-11-12,7,1346.1200000000001,0.6697369999999987,49,4,5,4,13,Champions,A
85,2025-11-19,4,765.5,-2.0397889999999994,42,4,3,3,10,Loyal Users,D
86,2025-12-05,5,729.75,-9.207427000000001,26,4,4,3,11,Loyal Users,B
87,2025-10-19,2,321.12,0.40763800000000017,73,3,1,1,5,Potential Loyalists,A
88,2025-12-18,6,1097.25,13.982919,13,5,5,4,14,Champions,D
89,2025-10-29,3,1153.41,17.825737,63,3,2,4,9,Potential Loyalists,D
90,2025-07-14,2,564.17,8.165565999999998,170,1,1,2,4,Lost Customers,D
91,2025-09-04,3,530.44,5.1283840000000005,118,2,2,2,6,Hibernating,D
92,2025-06-12,8,1563.17,13.879990000000001,202,1,5,5,11,At Risk,A
93,2025-12-16,4,2109.9300000000003,22.674,15,5,3,5,13,Loyal Users,D
94,2025-09-24,1,345.09,3.1771519999999995,98,2,1,1,4,Hibernating,A
95,2025-09-02,2,1313.12,21.432007,120,2,1,4,7,Cannot Lose Them,A
96,2025-10-05,7,966.36,-2.9765779999999995,87,3,5,3,11,Loyal Users,C
98,2025-10-01,2,784.56,11.924057999999999,91,3,1,3,7,Potential Loyalists,A
99,2025-05-04,3,1367.86,1.570386,241,1,2,4,7,Cannot Lose Them,D
100,2025-11-30,5,1785.42,27.876393,31,4,4,5,13,Champions,B
101,2025-10-01,3,764.8399999999999,13.243822000000002,91,3,2,3,8,Potential Loyalists,A
102,2025-11-08,4,1396.22,-6.101418000000001,53,4,3,4,11,Loyal Users,B
103,2025-10-03,3,685.76,13.960608,89,3,2,3,8,Potential Loyalists,B
104,2025-09-13,3,2024.0500000000002,-35.678870999999994,109,2,2,5,9,Cannot Lose Them,C
105,2025-01-23,2,198.15,4.198375,342,1,1,1,3,Lost Customers,A
106,2025-01-13,1,479.25,-7.9163250000000005,352,1,1,2,4,Lost Customers,A
107,2025-11-09,3,1764.18,26.521570000000004,52,4,2,5,11,New Customers,A
108,2025-12-09,2,606.12,-9.21812,22,5,1,2,8,New Customers,A
109,2025-01-30,3,1297.3700000000001,18.139198,335,1,2,4,7,Cannot Lose Them,A
110,2025-09-26,6,2458.8900000000003,-1.0348970000000044,96,3,5,5,13,Loyal Users,A
111,2025-09-11,3,491.65999999999997,6.698434,111,2,2,2,6,Hibernating,A
112,2025-05-26,2,2062.41,30.375207999999997,219,1,1,5,7,Cannot Lose Them,A
113,2025-09-28,2,497.56,0.05144000000000126,94,3,1,2,6,Potential Loyalists,B
114,2025-12-12,8,4970.87,82.10229199999999,19,5,5,5,15,Champions,D
115,2025-09-01,2,139.18,-0.0421710000000004,121,2,1,1,4,Hibernating,B
116,2025-08-31,6,2206.4,-11.293595999999996,122,2,5,5,12,At Risk,B
117,2025-05-31,1,1256.23,-34.137221,214,1,1,4,6,Cannot Lose Them,A
118,2025-12-20,5,1497.3899999999999,18.429873999999998,11,5,4,4,13,Champions,A
119,2025-11-07,6,1412.5900000000001,-31.967095999999998,54,4,5,4,13,Champions,A
120,2025-09-24,4,669.52,-28.236124000000004,98,2,3,3,8,At Risk,C
121,2025-11-16,4,1033.71,19.731699,45,4,3,4,11,Loyal Users,A
122,2025-09-29,2,521.39,-15.932539,93,3,1,2,6,Potential Loyalists,C
123,2025-10-12,2,793.1300000000001,11.100857,80,3,1,3,7,Potential Loyalists,D
124,2025-09-17,1,142.06,1.429484,105,2,1,1,4,Hibernating,B
125,2025-10-27,6,1341.32,15.851555000000001,65,3,5,4,12,Loyal Users,B
127,2025-05-12,4,659.4200000000001,-5.781496999999999,233,1,3,3,7,At Risk,B
128,2025-09-06,5,1049.59,-5.735740999999999,116,2,4,4,10,At Risk,D
129,2025-09-28,7,1947.57,8.975755000000003,94,3,5,5,13,Loyal Users,B
130,2025-09-20,3,603.76,6.886496,102,2,2,2,6,Hibernating,A
131,2025-07-25,1,467.16,6.2612760000000005,159,2,1,2,5,Hibernating,A
132,2025-11-03,3,838.68,11.833640999999998,58,3,2,3,8,Potential Loyalists,D
133,2025-12-29,2,440.76,3.7053320000000003,2,5,1,2,8,New Customers,B
134,2025-07-13,4,550.49,-0.2623850000000001,171,1,3,2,6,At Risk,B
135,2025-09-03,1,49.85,1.091355,119,2,1,1,4,Hibernating,D
136,2025-03-11,1,194.82,2.1300700000000004,295,1,1,1,3,Lost Customers,C
137,2025-02-19,1,256.09,2.0550349999999997,315,1,1,1,3,Lost Customers,C
138,2025-06-28,5,1718.9099999999999,2.623360000000001,186,1,4,5,10,At Risk,D
139,2025-08-14,4,1126.96,14.256985,139,2,3,4,9,At Risk,A
140,2025-08-06,4,708.99,-1.5281159999999987,147,2,3,3,8,At Risk,C
141,2025-12-17,4,1329.33,20.22173,14,5,3,4,12,Loyal Users,B
142,2025-11-16,5,1479.24,6.752923,45,4,4,4,12,Champions,C
143,2025-11-04,4,1675.38,-4.745500999999999,57,3,3,5,11,Loyal Users,B
144,2025-11-01,3,476.33000000000004,5.765232,60,3,2,2,7,Potential Loyalists,A
145,2025-06-27,3,542.2199999999999,5.607937,187,1,2,2,5,Hibernating,B
146,2025-11-13,4,766.03,-17.555153000000004,48,4,3,3,10,Loyal Users,A
147,2025-10-31,4,1193.3,-1.4424949999999996,61,3,3,4,10,Loyal Users,B
148,2025-11-21,4,1532.47,21.775069000000002,40,4,3,5,12,Loyal Users,B
149,2025-10-25,5,1912.0,17.049555,67,3,4,5,12,Loyal Users,A
150,2025-08-06,1,353.62,-18.481334000000004,147,2,1,1,4,Hibernating,B
151,2025-05-18,1,31.25,-1.8325,227,1,1,1,3,Lost Customers,B
152,2025-12-05,3,479.53999999999996,6.084710999999999,26,4,2,2,8,New Customers,D
153,2025-07-05,3,494.03,-9.303992000000001,179,1,2,2,5,Hibernating,B
154,2025-09-12,3,853.8699999999999,11.452411999999999,110,2,2,3,7,Cannot Lose Them,A
155,2025-10-14,6,1326.42,10.021642,78,3,5,4,12,Loyal Users,C
156,2025-07-21,4,783.78,12.162808,163,2,3,3,8,At Risk,B
157,2025-10-31,2,1007.24,19.518793,61,3,1,4,8,Potential Loyalists,C
158,2025-09-07,4,1071.5,5.566625000000001,115,2,3,4,9,At Risk,B
159,2025-03-14,5,578.09,7.712127,292,1,4,2,7,At Risk,B
160,2025-12-25,8,1535.28,-6.876624999999999,6,5,5,5,15,Champions,C
161,2025-09-28,3,385.53,6.4191970000000005,94,3,2,2,7,Potential Loyalists,C
162,2025-12-20,2,960.5400000000001,18.431918,11,5,1,3,9,New Customers,C
163,2025-04-28,2,988.89,-28.503825999999993,247,1,1,3,5,Cannot Lose Them,B
164,2025-11-02,2,366.2,3.2857799999999995,59,3,1,2,6,Potential Loyalists,D
165,2025-04-29,4,630.14,7.1778640000000005,246,1,3,2,6,At Risk,D
167,2025-12-31,6,1900.94,-53.050953,0,5,5,5,15,Champions,B
168,2025-12-30,2,485.59000000000003,6.211255,1,5,1,2,8,New Customers,D
169,2025-12-25,2,449.65,7.889794999999999,6,5,1,2,8,New Customers,A
170,2025-11-03,4,1535.91,18.555406,58,3,3,5,11,Loyal Users,D
171,2025-10-27,8,2802.45,3.3994060000000004,65,3,5,5,13,Loyal Users,A
172,2025-08-05,4,1091.03,-6.361032999999999,148,2,3,4,9,At Risk,C
173,2025-11-07,4,1215.72,11.110215,54,4,3,4,11,Loyal Users,B
174,2025-12-20,4,1122.77,-15.581906000000002,11,5,3,4,12,Loyal Users,D
175,2025-12-13,5,2072.96,21.904207,18,5,4,5,14,Champions,B
176,2025-12-18,3,1409.57,11.137841999999997,13,5,2,4,11,New Customers,B
177,2025-04-09,2,534.31,6.489502,266,1,1,2,4,Lost Customers,A
179,2025-10-09,2,1048.27,-14.077838,83,3,1,4,8,Potential Loyalists,D
180,2025-12-11,4,1117.8899999999999,-4.965083,20,5,3,4,12,Loyal Users,B
181,2025-12-31,5,1867.3200000000002,-7.167547999999995,0,5,4,5,14,Champions,D
182,2025-11-02,4,658.6999999999999,-13.567064999999996,59,3,3,3,9,Loyal Users,C
183,2025-11-08,4,1187.1100000000001,14.482835999999999,53,4,3,4,11,Loyal Users,D
184,2025-09-02,4,333.26,0.16239200000000054,120,2,3,1,6,At Risk,D
185,2025-05-12,2,342.28,5.200176,233,1,1,1,3,Lost Customers,B
186,2025-12-04,3,836.93,9.093551999999999,27,4,2,3,9,New Customers,C
187,2025-08-10,4,699.73,13.360636,143,2,3,3,8,At Risk,B
188,2025-11-21,5,905.28,-1.4837799999999994,40,4,4,3,11,Loyal Users,B
189,2025-12-03,4,1464.33,18.658042000000002,28,4,3,4,11,Loyal Users,A
190,2025-11-28,4,779.08,1.5801540000000012,33,4,3,3,10,Loyal Users,B
191,2025-02-26,1,117.1,1.3311099999999998,308,1,1,1,3,Lost Customers,D
192,2025-09-29,3,609.5,6.391360000000001,93,3,2,2,7,Potential Loyalists,B
193,2025-10-03,4,1164.72,-46.006625,89,3,3,4,10,Loyal Users,C
194,2025-08-19,2,2142.67,15.628879000000001,134,2,1,5,8,Cannot Lose Them,D
195,2025-09-15,2,782.2,7.928076,107,2,1,3,6,Cannot Lose Them,C
197,2025-06-22,2,1385.26,19.57354,192,1,1,4,6,Cannot Lose Them,A
198,2025-08-13,3,846.1500000000001,11.850066000000002,140,2,2,3,7,Cannot Lose Them,D
199,2025-09-15,2,357.6,6.587158,107,2,1,1,4,Hibernating,A
200,2025-05-28,1,644.07,5.406805,217,1,1,2,4,Lost Customers,B
201,2025-11-03,5,1153.01,-42.60111099999999,58,3,4,4,11,Loyal Users,B
202,2025-11-01,1,106.12,-5.035972,60,3,1,1,5,Potential Loyalists,C
204,2025-09-29,10,2582.89,31.519063000000003,93,3,5,5,13,Loyal Users,D
205,2025-11-30,5,1837.5700000000002,28.173047,31,4,4,5,13,Champions,B
206,2025-07-15,2,1184.95,-32.21375199999999,169,1,1,4,6,Cannot Lose Them,A
207,2025-08-16,8,1938.5800000000002,-9.711292000000007,137,2,5,5,12,At Risk,B
208,2025-11-26,6,1361.3200000000002,-32.477782000000005,35,4,5,4,13,Champions,C
209,2025-01-01,1,236.24,2.190384,364,1,1,1,3,Lost Customers,D
210,2025-03-30,1,46.93,-2.148463,276,1,1,1,3,Lost Customers,D
211,2025-07-20,2,420.28000000000003,3.840238000000001,164,2,1,2,5,Hibernating,D
212,2025-10-28,4,797.89,-13.020931000000003,64,3,3,3,9,Loyal Users,B
213,2025-11-15,2,1103.22,7.443739999999999,46,4,1,4,9,New Customers,A
214,2025-12-30,4,1203.22,10.529905,1,5,3,4,12,Loyal Users,B
215,2025-12-20,4,1070.73,10.598469999999999,11,5,3,4,12,Loyal Users,A
216,2025-11-21,6,1661.1399999999999,-19.648198,40,4,5,5,14,Champions,A
217,2025-12-24,6,895.29,-2.4193439999999997,7,5,5,3,13,Loyal Users,D
218,2025-10-16,4,560.08,7.026396000000001,76,3,3,2,8,Loyal Users,B
219,2025-03-26,1,257.85,3.1493200000000003,280,1,1,1,3,Lost Customers,A
220,2025-11-09,5,2301.49,44.418446,52,4,4,5,13,Champions,C
221,2025-11-04,3,1530.08,-23.247989,57,3,2,5,10,Potential Loyalists,A
222,2025-08-04,3,968.26,5.449492,149,2,2,3,7,Cannot Lose Them,D
223,2025-02-13,1,80.12,1.1301720000000002,321,1,1,1,3,Lost Customers,C
224,2025-09-14,3,648.89,6.873499000000001,108,2,2,2,6,Hibernating,C
225,2025-09-15,1,182.11,1.6563750000000002,107,2,1,1,4,Hibernating,D
226,2025-10-13,2,218.73999999999998,3.4011599999999995,79,3,1,1,5,Potential Loyalists,A
227,2025-11-09,2,501.41999999999996,6.923901999999998,52,4,1,2,7,New Customers,C
228,2025-03-30,2,295.28,5.2548840000000006,276,1,1,1,3,Lost Customers,B
229,2025-08-25,5,866.23,7.2104550000000005,128,2,4,3,9,At Risk,A
230,2025-09-28,6,1069.9,11.939319999999999,94,3,5,4,12,Loyal Users,B
231,2025-09-25,4,854.52,10.965880000000002,97,2,3,3,8,At Risk,A
232,2025-05-09,2,665.77,4.697475999999999,236,1,1,3,5,Cannot Lose Them,A
233,2025-08-10,2,337.36,-5.218448,143,2,1,1,4,Hibernating,A
234,2025-09-15,3,272.26,4.4139029999999995,107,2,2,1,5,Hibernating,A
235,2025-07-04,3,1176.19,20.392741,180,1,2,4,7,Cannot Lose Them,A
236,2025-11-18,3,838.81,3.690469,43,4,2,3,9,New Customers,A
237,2025-11-26,3,484.74,6.998885,35,4,2,2,8,New Customers,D
238,2025-12-15,8,2905.65,51.165548,16,5,5,5,15,Champions,C
239,2025-10-14,2,645.2,9.235419999999998,78,3,1,2,6,Potential Loyalists,C
240,2025-09-26,3,492.32,6.329292,96,3,2,2,7,Potential Loyalists,A
241,2025-12-04,3,1015.05,13.921750000000001,27,4,2,4,10,New Customers,B
242,2025-09-27,4,675.74,4.340721000000001,95,3,3,3,9,Loyal Users,D
243,2025-06-07,2,212.13,1.9321009999999996,207,1,1,1,3,Lost Customers,B
244,2025-10-19,5,2182.56,9.875691,73,3,4,5,12,Loyal Users,D
245,2025-11-21,9,3310.15,-11.824061999999994,40,4,5,5,14,Champions,D
246,2025-10-05,4,1769.63,-66.896142,87,3,3,5,11,Loyal Users,D
247,2025-07-19,3,411.57,4.044186999999999,165,1,2,2,5,Hibernating,A
248,2025-12-23,4,680.05,8.996153999999999,8,5,3,3,11,Loyal Users,A
249,2025-06-13,2,2702.94,52.56270200000001,201,1,1,5,7,Cannot Lose Them,B
250,2025-07-22,3,626.67,6.051988,162,2,2,2,6,Hibernating,B
251,2025-12-06,4,651.05,3.5870369999999996,25,4,3,3,10,Loyal Users,B
252,2025-09-27,2,445.69999999999993,-14.193866,95,3,1,2,6,Potential Loyalists,A
253,2025-07-01,3,603.25,-4.397250000000001,183,1,2,2,5,Hibernating,B
254,2025-06-28,2,508.32,-4.748038000000001,186,1,1,2,4,Lost Customers,C
255,2025-07-29,3,1548.7,26.731659999999998,155,2,2,5,9,Cannot Lose Them,B
256,2025-12-27,6,2882.63,-46.287685999999994,4,5,5,5,15,Champions,D
257,2025-12-07,4,634.0899999999999,1.7593419999999989,24,5,3,2,10,Loyal Users,A
258,2025-12-07,3,850.1199999999999,-31.822147,24,5,2,3,10,New Customers,D
260,2025-11-26,3,690.62,-2.361405,35,4,2,3,9,New Customers,A
261,2025-04-23,2,119.98,0.155878,252,1,1,1,3,Lost Customers,B
262,2025-08-28,3,934.7,2.152463,125,2,2,3,7,Cannot Lose Them,C
263,2025-03-20,1,59.65,-3.05542,286,1,1,1,3,Lost Customers,A
264,2025-10-15,1,196.53,3.62407,77,3,1,1,5,Potential Loyalists,C
266,2025-05-18,3,307.59,4.621442,227,1,2,1,4,Hibernating,D
267,2025-09-28,3,1230.02,-33.919582000000005,94,3,2,4,9,Potential Loyalists,A
268,2025-10-02,4,1115.02,11.230438000000001,90,3,3,4,10,Loyal Users,B
269,2025-12-20,3,1190.9,17.675256,11,5,2,4,11,New Customers,A
270,2025-07-23,4,499.75,8.499035000000001,161,2,3,2,7,At Risk,A
271,2025-07-19,2,729.15,7.010906,165,1,1,3,5,Cannot Lose Them,D
272,2025-08-14,3,389.90999999999997,6.2455560000000006,139,2,2,2,6,Hibernating,D
273,2025-11-11,3,594.1800000000001,4.189704,50,4,2,2,8,New Customers,A
274,2025-07-07,1,34.99,0.254413,177,1,1,1,3,Lost Customers,C
275,2025-11-07,2,603.7,-5.922231,54,4,1,2,7,New Customers,B
276,2025-11-23,3,481.87,8.506695,38,4,2,2,8,New Customers,A
277,2025-08-30,2,678.84,13.4073,123,2,1,3,6,Cannot Lose Them,A
278,2025-01-20,1,219.23,4.747289,345,1,1,1,3,Lost Customers,D
279,2025-06-02,3,649.94,-2.4821239999999998,212,1,2,3,6,Cannot Lose Them,A
280,2025-10-06,2,122.67,2.6089469999999997,86,3,1,1,5,Potential Loyalists,C
281,2025-05-06,1,47.33,0.4784939999999999,239,1,1,1,3,Lost Customers,D
282,2025-08-05,4,465.66,0.22614400000000007,148,2,3,2,7,At Risk,B
283,2025-07-05,2,828.12,-36.155894999999994,179,1,1,3,5,Cannot Lose Them,C
284,2025-11-29,2,423.05,-11.545261000000002,32,4,1,2,7,New Customers,D
285,2025-12-01,5,505.42,-10.563156000000001,30,4,4,2,10,Loyal Users,C
286,2025-12-27,4,918.8199999999999,-6.477756000000004,4,5,3,3,11,Loyal Users,D
287,2025-12-30,2,577.48,11.194992000000001,1,5,1,2,8,New Customers,D
288,2025-12-21,3,765.75,1.0864110000000007,10,5,2,3,10,New Customers,A
289,2025-12-16,3,734.55,13.256773,15,5,2,3,10,New Customers,A
290,2025-10-25,1,164.01,3.6742349999999995,67,3,1,1,5,Potential Loyalists,C
291,2025-03-24,3,380.04,-2.2786750000000007,282,1,2,2,5,Hibernating,A
292,2025-10-14,7,2275.89,29.717073999999997,78,3,5,5,13,Loyal Users,C
293,2025-10-13,3,1820.27,27.075066000000003,79,3,2,5,10,Potential Loyalists,D
294,2025-12-15,2,2014.36,-38.773727,16,5,1,5,11,New Customers,C
295,2025-10-21,3,558.66,0.2903659999999997,71,3,2,2,7,Potential Loyalists,B
296,2025-05-03,1,126.21,2.8995239999999995,242,1,1,1,3,Lost Customers,B
297,2025-12-11,2,1714.4499999999998,-15.360549999999998,20,5,1,5,11,New Customers,D
298,2025-11-22,5,1358.51,-2.0207650000000026,39,4,4,4,12,Champions,A
299,2025-08-11,2,334.89,2.0555120000000002,142,2,1,1,4,Hibernating,D
300,2025-07-19,3,1015.15,1.2063809999999995,165,1,2,4,7,Cannot Lose Them,C
301,2025-12-19,1,907.35,7.87261,12,5,1,3,9,New Customers,A
302,2025-11-06,4,529.96,4.730888,55,3,3,2,8,Loyal Users,C
303,2025-12-24,2,1354.8600000000001,-58.24604599999999,7,5,1,4,10,New Customers,D
304,2025-12-14,4,3144.1,-2.4836329999999966,17,5,3,5,13,Loyal Users,A
305,2025-06-02,2,409.21,-0.7946749999999989,212,1,1,2,4,Lost Customers,C
306,2025-11-23,4,1323.58,25.580083000000002,38,4,3,4,11,Loyal Users,C
307,2025-08-31,2,320.72,4.8047569999999995,122,2,1,1,4,Hibernating,D
308,2025-12-17,3,530.4,8.480268,14,5,2,2,9,New Customers,B
309,2025-06-29,4,836.04,11.635373999999999,185,1,3,3,7,At Risk,D
310,2025-07-25,6,996.1399999999999,10.579841999999998,159,2,5,4,11,At Risk,B
311,2025-09-20,5,1765.4299999999998,-18.009197000000004,102,2,4,5,11,At Risk,A
312,2025-11-06,6,1792.81,21.785314999999997,55,3,5,5,13,Loyal Users,C
313,2025-10-29,8,2411.4,-0.30156200000000055,63,3,5,5,13,Loyal Users,D
314,2025-11-17,3,2648.63,33.869616,44,4,2,5,11,New Customers,A
315,2025-06-21,2,391.69,8.162221999999998,193,1,1,2,4,Lost Customers,A
316,2025-11-30,4,749.46,-2.1751750000000007,31,4,3,3,10,Loyal Users,B
317,2025-11-11,4,1250.39,5.843216000000001,50,4,3,4,11,Loyal Users,B
318,2025-11-07,2,911.3399999999999,13.56257,54,4,1,3,8,New Customers,B
319,2025-10-09,5,783.72,0.6056880000000016,83,3,4,3,10,Loyal Users,B
320,2025-10-23,2,703.6999999999999,3.4267849999999997,69,3,1,3,7,Potential Loyalists,C
321,2025-12-28,7,3240.83,28.439530999999995,3,5,5,5,15,Champions,A
322,2025-09-18,2,1053.0,16.748486,104,2,1,4,7,Cannot Lose Them,A
323,2025-08-30,3,777.63,4.59471,123,2,2,3,7,Cannot Lose Them,A
324,2025-12-18,8,1041.31,9.751818,13,5,5,4,14,Champions,D
325,2025-12-12,6,1757.38,31.295579000000004,19,5,5,5,15,Champions,B
326,2025-05-10,5,1165.29,16.058841,235,1,4,4,9,At Risk,A
327,2025-11-12,2,130.2,-0.5552760000000001,49,4,1,1,6,New Customers,C
328,2025-06-14,4,1480.35,-9.298337999999998,200,1,3,4,8,At Risk,A
329,2025-04-19,1,221.36,1.726416,256,1,1,1,3,Lost Customers,A
330,2025-10-21,3,1089.37,-6.596314000000002,71,3,2,4,9,Potential Loyalists,B
331,2025-12-01,5,842.25,5.397994999999998,30,4,4,3,11,Loyal Users,B
332,2025-04-02,1,16.67,0.206714,273,1,1,1,3,Lost Customers,C
333,2025-11-25,6,2045.8000000000002,-6.039566999999998,36,4,5,5,14,Champions,A
334,2025-03-29,1,139.42,2.4302259999999998,277,1,1,1,3,Lost Customers,C
335,2025-09-08,3,447.61,-3.4226419999999993,114,2,2,2,6,Hibernating,A
336,2025-11-11,3,292.99,-4.496186,50,4,2,1,7,New Customers,B
337,2025-12-24,3,790.04,13.731807999999997,7,5,2,3,10,New Customers,C
338,2025-11-21,6,1496.89,19.224501,40,4,5,4,13,Champions,B
339,2025-09-05,4,597.4100000000001,-8.565505,117,2,3,2,7,At Risk,A
340,2025-11-21,4,1138.01,3.3686220000000002,40,4,3,4,11,Loyal Users,D
